job_id,job_title,skill_match_score,risk_score,safety_score,topsis_score
3901661179,Chief Human Resource Officer,0.5377901961884501,0.0,1.0,1.0
3885116060,Human Resources Business Partner,0.5361870177159876,0.0,1.0,0.9971078993802616
3904086620,Human Resources Generalist,0.5128186777516225,0.0,1.0,0.955016436415047
3891070846,Human Resources Manager,0.5075643682758639,0.0,1.0,0.945569823044807
3902668440,Sr Human Resource Generalist,0.5074483588072483,0.0,1.0,0.9453613284757137
3901630033,Human Resources Generalist,0.5063266905918355,0.0,1.0,0.943345615934839
3905876643,Human Resources/Business Office Manager,0.51262199913152,0.2982164347489945,0.7017835652510055,0.9143532075002404
3904710183,Human Resources Generalist,0.4810514794849926,0.0,1.0,0.8980113440387033
3902806579,Human Resources Generalist,0.4782039410286188,0.0,1.0,0.8929149436878259
3902315334,Human Resources Generalist,0.475729340046983,0.0,1.0,0.8884879283342794
3902933509,Plant Human Resources Manager,0.4678215401266209,0.0,1.0,0.8743532812765636
3901650285,Human Resources Manager,0.4648447375715127,0.0,1.0,0.8690374161174719
3902834350,Strategic Global Human Resource Business Partner,0.45990198223582923,0.12494854716314602,0.875051452836854,0.8559911802246114
3887481930,Director of Human Resources,0.4477684135322161,0.0,1.0,0.8385985462322401
3901635742,Human Resources Director,0.47048097569787495,0.45188647092471346,0.5481135290752865,0.8372487498995028
3901167325,Human Resources Specialist,0.43690411596948964,0.0,1.0,0.8192849523096871
3888951704,Human Resources Manager,0.4290866569196612,0.0,1.0,0.8054147487546922
3904583492,VP of Human Resources Americas,0.4529855986597602,0.5768350180878594,0.4231649819121406,0.7954307849860124
3891005007,Human Resources Manager,0.4407296305073353,0.45188647092471346,0.5481135290752865,0.7937499837781465
3904084041,Human Resources Generalist,0.41952741518574266,0.0,1.0,0.7884866969350395
3902339909,Human Resources Manager,0.4170754227306424,0.0,1.0,0.7841505778791209
3905882432,Human Resources Director,0.413590804011562,0.0,1.0,0.7779927163945484
3902810661,Human Resources Generalist,0.41952741518574266,0.2982164347489945,0.7017835652510055,0.7739607789733917
3902953786,Human Resources Generalist,0.41952741518574266,0.2982164347489945,0.7017835652510055,0.7739607789733917
3905297820,"Director, Human Resources",0.40926691416028205,0.0,1.0,0.7703590062838387
3901389277,Human Resources Manager,0.4082317696514555,0.0,1.0,0.7685327045739372
3902835237,Sr. Area Human Resource Manager,0.4078546300886777,0.0,1.0,0.7678674369793353
3905834061,Chief Human Resources Officer,0.40608861367266263,0.0,1.0,0.7647530618138815
3891070825,Human Resources Generalist,0.405454648290046,0.0,1.0,0.7636354044918713
3902831427,Human Resources Director,0.4274541272492295,0.5481135290752865,0.45188647092471346,0.7621373134768729
3898167129,Human Resources Business Partner,0.4033819129325,0.0,1.0,0.7599825245494987
3901672756,Human Resource Lead,0.38164512634158354,0.0,1.0,0.7217989252031866
3889758336,[HYBRID] Human Resources Manager,0.37882730014103894,0.0,1.0,0.716866643211186
3895849293,Human Resources Director,0.37847799264361626,0.0,1.0,0.7162555180117562
3904923211,Human Resources and General Affairs Manager,0.39034533270236504,0.45188647092471346,0.5481135290752865,0.7118427432096757
3902925156,Human Resources Generalist,0.3723043797658643,0.0,1.0,0.7054656398032816
3884432431,Human Resource Manager,0.370094315558843,0.0,1.0,0.701608213340148
3902351802,Human Resources Manager,0.36772890057077157,0.0,1.0,0.6974827488603296
3902875974,Director of Human Resources,0.3627183548233364,0.0,1.0,0.6887548330202609
3902862891,Human Resources Generalist,0.36171898029787597,0.0,1.0,0.6870158128413464
3887475102,Human Resources Generalist,0.39282479341385096,0.750102905673708,0.24989709432629204,0.6869905365497426
3905823748,Human Resources Manager,0.36537998135258604,0.24989709432629204,0.750102905673708,0.6828293387983724
3898176212,Vice President Human Resources,0.35836587769949196,0.0,1.0,0.6811855199755286
3902752787,"Executive Director of Human Resources, Spaulding Rehabilitation Hospital",0.35320658113155085,0.0,1.0,0.6722284183391164
3904973138,Human Resources Manager,0.3531708650978952,0.0,1.0,0.6721664707199954
3902880391,Senior Human Resources Business Partner,0.3591231320523065,0.24989709432629204,0.750102905673708,0.6718428430443311
3715891138,Human Resources Manager,0.3516108487887197,0.0,1.0,0.6694615115144464
3902348043,Human Resources Generalist,0.3497543892196999,0.0,1.0,0.6662446179140333
3890895200,Human Resources Lead,0.3490796364068683,0.0,1.0,0.6650759637604067
3905854799,Director of Human Resources,0.347902234187286,0.0,1.0,0.6630374618502127
3901942387,Human Resources Business Partner,0.3466824462631331,0.0,1.0,0.6609265583855858
3900082118,Human Resources Co-Op - Summer 2024,0.3452307795019176,0.0,1.0,0.6584156932443874
3884832831,Human Resource Generalist,0.34325802630676355,0.0,1.0,0.6550058533511717
3904947962,Vice President Human Resources,0.33780696940387045,0.0,1.0,0.6455980728871716
3901963384,"Human Resource Business Partner, Mansfield",0.3375771059623564,0.0,1.0,0.6452018266522431
3900077027,Human Resources Manager,0.3437303529574039,0.24989709432629204,0.750102905673708,0.6448218559795591
3902740857,Human Resources Manager,0.33596805510932465,0.0,1.0,0.6424291679630857
3903855227,Human Resources Specialist,0.33595732289228425,0.0,1.0,0.6424106809459852
3904923034,Human Resources Manager,0.3341670710939942,0.0,1.0,0.6393280317501426
3905835705,Human Resources Generalist,0.3301169506156175,0.0,1.0,0.6323629436861985
3891081144,Human Resources Director,0.32938452303664556,0.0,1.0,0.6311047024661136
3904388397,"Senior Human Resources Generalist - Oklahoma City, OK",0.32783023887801555,0.0,1.0,0.6284359623897501
3904382813,Senior Human Resources Generalist,0.3272020916786999,0.0,1.0,0.6273579532760456
3891011926,Human Resources Generalist,0.32333653636368154,0.0,1.0,0.6207308558009741
3891014745,Senior Human Resources Generalist,0.3232892440501345,0.0,1.0,0.6206498519454827
3898162673,Human Resources Manager,0.35011727394622677,0.750102905673708,0.24989709432629204,0.6196560292825314
3891077739,Human Resources Generalist,0.3199980398356041,0.0,1.0,0.6150170398081196
3898160952,Human Resources Manager,0.3322802167608849,0.4231649819121405,0.5768350180878594,0.61420490707938
3904930352,Senior Human Resources Manager,0.31766577379980576,0.0,1.0,0.6110308423791828
3903813606,Human Resources Specialist,0.3184182718527219,0.12494854716314602,0.875051452836854,0.606920058068587
3891808187,"Senior Human Resources Representative,",0.31423634710184917,0.0,1.0,0.60517778231883
3904986478,Human Resources Generalist,0.31355027647673944,0.0,1.0,0.6040080674833195
3890898270,Human Resources Manager,0.31160751720894686,0.0,1.0,0.6006979931252394
3903458736,Human Resources Administrator,0.3062678755415298,0.0,1.0,0.5916176399154605
3902828543,Chief Human Resource Officer,0.3058209851157147,0.0,1.0,0.5908588543147794
3901932974,Human Resources Generalist,0.29729369231183694,0.0,1.0,0.5764163096156757
3884818696,Human Resources Generalist,0.2950967621702931,0.0,1.0,0.5727068660410657
3901632117,Human Resources Business Partner (HRBP),0.3040924963987187,0.2982164347489945,0.7017835652510055,0.5726830791002123
3901176444,Director of Human Resources,0.29353263334013596,0.0,1.0,0.5700688438763929
3903451207,Human Resources Generalist,0.295336795496399,0.12494854716314602,0.875051452836854,0.5670445210936258
3895801271,Human Resources Generalist,0.3057789482025819,0.45188647092471346,0.5481135290752865,0.5661505499078371
3901981049,Human Resources Business Partner III International,0.29107358507291453,0.0,1.0,0.5659265296569003
3903477580,Human Resources Director,0.29849374035143905,0.24989709432629204,0.750102905673708,0.5657129695954687
3900945008,Senior Human Resources Manager,0.29051286945175725,0.0,1.0,0.5649828697809878
3905871298,Human Resources Manager,0.29009511466944293,0.0,1.0,0.5642800202947755
3887474527,Human Resources Generalist,0.29976517698666916,0.45188647092471346,0.5481135290752865,0.5556577974992509
3901167349,Human Resources Business Partner,0.28735964396501185,0.24989709432629204,0.750102905673708,0.5463661159466515
3901349998,Human Resources Coordinator,0.27883668015543533,0.0,1.0,0.5454093493749091
3905821383,Senior Human Resources Assistant,0.28683228140934763,0.2982164347489945,0.7017835652510055,0.5425933714785501
3901939857,Human Resources Generalist,0.2730075189239038,0.0,1.0,0.5356953690551223
3906258049,Principal Human Resources Business Partner,0.27922597274097516,0.2982164347489945,0.7017835652510055,0.5293726610939091
3906086601,Human Resources Generalist,0.26832031169216375,0.0,1.0,0.5279140882728293
3905381062,Temporary Human Resources Business Partner (HRBP),0.2830268393431351,0.45188647092471346,0.5481135290752865,0.5264362365326939
